subject_id,filename,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean,total_distance
INVB5C9G957,NDAR_INVB5C9G957_baseline_year_1_arm_1_sst.csv.zip,0.017485692059787783,0.011486358837584046,0.005999333222203701,0.017069109075770195,0.00743257167183208,0.03635256037241781,0.012830459770114938,0.04504825121543171,0.05747126436781613,0.04956980294199287,0.26074540353495124
INVY19N2XDD,NDAR_INVY19N2XDD_baseline_year_1_arm_1_sst.csv.zip,0.013995110296160518,0.00799522142579319,0.0059998888703672835,0.011268387454898665,0.007869550101992511,0.05779598308668077,0.044272648083623696,0.037697440343800626,0.12456445993031356,0.010102692200943508,0.32156138179457433
INV1JAFHY62,NDAR_INV1JAFHY62_baseline_year_1_arm_1_sst.csv.zip,0.01116241595821521,0.011162415958215259,0.0,0.0020815986677768517,0.016247394190213166,0.0714349376114082,0.01324626865671642,0.08876740609910422,0.10928689883913767,0.0056064390785453,0.3289957750593323
INVYFW72521,NDAR_INVYFW72521_baseline_year_1_arm_1_sst.csv.zip,0.011823081624715237,0.008823137189531594,0.0029999444351836418,0.01876214265889531,0.011604872407580152,0.09027507460749964,0.022038103406027937,0.0460252756941871,0.09464592011761823,0.06655564807105208,0.37355320021229094
INVJPDBRMPL,NDAR_INVJPDBRMPL_baseline_year_1_arm_1_sst.csv.zip,0.008325832083124984,0.0049924987497916365,0.0033333333333333335,0.012087149597557634,0.007739011306449281,0.08657407407407408,0.027826716893653996,0.06134037599659749,0.16934221964647933,0.004107688037746193,0.38566889971880797
INVRUVFBX1L,NDAR_INVRUVFBX1L_baseline_year_1_arm_1_sst.csv.zip,0.012659887759071009,0.0028265822081458003,0.009833305550925155,0.012101026922009428,0.01955549981033027,0.06436372269705604,0.037228260869565225,0.0801507568434062,0.1572049689440994,0.007216208714959649,0.4031402203195682
INVAFZ44PA8,NDAR_INVAFZ44PA8_baseline_year_1_arm_1_sst.csv.zip,0.017996888370283903,0.017996888370283938,0.0,0.017915625867332807,0.004496330252042072,0.09241071428571428,0.021510195898728386,0.03177313451784852,0.10087066101500741,0.10779905634193732,0.41276949491917864
INVF40W150V,NDAR_INVF40W150V_baseline_year_1_arm_1_sst.csv.zip,0.00965994332388731,0.006326609990553983,0.0033333333333333335,0.012905911740216491,0.01048810144172312,0.08264462809917354,0.021944444444444433,0.05158936946326209,0.11709401709401707,0.09689147932278619,0.4128778382533976
INVF3RDG1N2,NDAR_INVF3RDG1N2_baseline_year_1_arm_1_sst.csv.zip,0.014991943101628102,0.009325443129410457,0.005666499972217592,0.009561476547321646,0.01880083828430979,0.06414146644573324,0.029122477425610572,0.06234521380675695,0.17429246712320468,0.028254232583957872,0.41650205842015087
INVPL7L6GEM,NDAR_INVPL7L6GEM_baseline_year_1_arm_1_sst.csv.zip,0.0025087514585764303,0.004341834750236147,0.0018330832916597212,0.0045656397446571795,0.014576743583095662,0.11783380018674136,0.02919640179910047,0.06674444732520957,0.1818290854572714,0.012822647793505837,0.43625243539005376
INVJ1XKYGP9,NDAR_INVJ1XKYGP9_baseline_year_1_arm_1_sst.csv.zip,0.011495804856364922,0.005162527087847972,0.006333277768516976,0.002067721343325002,0.01918026273436872,0.0980984340044743,0.060152428111203915,0.06775569324857167,0.14383725092471067,0.025756314182626028,0.4398397142620102
INVLEFHD44M,NDAR_INVLEFHD44M_baseline_year_1_arm_1_sst.csv.zip,0.010161137967439005,0.0068278046341056844,0.0033333333333333335,0.0004024424091034762,0.015529391445392293,0.08159547738693469,0.02560344827586205,0.04945091913973326,0.17931034482758612,0.07305023591451576,0.4452645353340057
INVX1CT4ANJ,NDAR_INVX1CT4ANJ_baseline_year_1_arm_1_sst.csv.zip,0.00666333277768516,0.0033299994443518367,0.0033333333333333335,0.012905911740216491,0.0076051397241633095,0.06925595238095236,0.028867521367521354,0.05279355122830964,0.22307692307692306,0.04779350541215699,0.4556251704856136
INV75642VVU,NDAR_INV75642VVU_baseline_year_1_arm_1_sst.csv.zip,0.003328888148024678,0.003328888148024671,0.0,0.009589231196225456,0.005932955261722193,0.045538194444444444,0.024266076421248842,0.042233494531674354,0.13228098788443615,0.20927005273383248,0.47576876876963325
INVMWCVEXRK,NDAR_INVMWCVEXRK_baseline_year_1_arm_1_sst.csv.zip,0.00832805467577935,0.008328054675779295,0.0,0.017096863724673894,0.006323789952372758,0.032850877192982464,0.01646944922547332,0.022238600065033143,0.11919104991394147,0.2484041076880379,0.4792308471140736
INVKT8MVW3Z,NDAR_INVKT8MVW3Z_baseline_year_1_arm_1_sst.csv.zip,0.017992998833138873,0.007160637884091797,0.010832360949047062,0.012059394948653823,0.01906986315401067,0.16248670684154556,0.04386194711831364,0.05381469456157828,0.15304008772998662,0.00077713016930403,0.48109582218967034
INVXWKLKMG1,NDAR_INVXWKLKMG1_baseline_year_1_arm_1_sst.csv.zip,0.013332222037006236,0.010332277601822527,0.0029999444351836418,0.014598945323341606,0.01858177991787418,0.10684210526315789,0.01525271873455264,0.10181135719936574,0.05684626791893227,0.15470441298917592,0.4953020314204127
INV2MH3HPHP,NDAR_INV2MH3HPHP_baseline_year_1_arm_1_sst.csv.zip,0.01133188864810808,0.0046652219814413524,0.006666666666666667,0.01626422425756313,0.009149056461326752,0.11346153846153843,0.030147783251231526,0.05071041364250428,0.20344827586206893,0.05495420482930857,0.5007992740617577
INV79ZF8916,NDAR_INV79ZF8916_baseline_year_1_arm_1_sst.csv.zip,0.02648663666166584,0.010986831138523084,0.015499805523142746,0.0029003608104356537,0.017021903891200046,0.08606422878574777,0.04157054921412776,0.04652210134539336,0.12508217295165242,0.13205661948376335,0.504191209805652
INV7FG8NTPP,NDAR_INV7FG8NTPP_baseline_year_1_arm_1_sst.csv.zip,0.01583152747680161,0.0076651664166249925,0.008166361060176696,0.040369136830419095,0.012905401193955418,0.043981481481481496,0.03528255942909495,0.07832850857145496,0.17522542070495206,0.10152650568970278,0.5192820688546641
INV7XF3TWTY,NDAR_INV7XF3TWTY_baseline_year_1_arm_1_sst.csv.zip,0.022492637661832515,0.007992998833138858,0.014499638828693671,0.011268387454898665,0.011002634660421545,0.08244047619047619,0.059277003484320544,0.030260600926802494,0.09581881533101044,0.18440188731612572,0.5194550806877206
INVXV36B754,NDAR_INVXV36B754_baseline_year_1_arm_1_sst.csv.zip,0.014324054009001497,0.007824081791409684,0.006499972217591821,0.015431584790452368,0.02281238631222971,0.03131816026552868,0.023991487786824566,0.08420186835470267,0.10572415494695298,0.2103247293921724,0.5224524798668664
INVXL4UCXMM,NDAR_INVXL4UCXMM_baseline_year_1_arm_1_sst.csv.zip,0.015321998110796264,0.006655553703395017,0.008666444407401233,0.013766305856230954,0.014528397912229079,0.13695454545454544,0.025422443674176766,0.04729484073429702,0.1676776429809359,0.08620593949486555,0.5224941123288732
INV9MDFD681,NDAR_INV9MDFD681_baseline_year_1_arm_1_sst.csv.zip,0.009994999166527796,0.0101616936156026,0.0001666944490748458,0.01293366638912019,0.008764347754482446,0.12349860335195531,0.04168526785714287,0.03185684825571404,0.19270833333333331,0.09258950874271488,0.5243599629156683
INV6012XAJ6,NDAR_INV6012XAJ6_baseline_year_1_arm_1_sst.csv.zip,0.0063304995276990406,0.006330499527699061,0.0,0.002067721343325002,0.005353448071299054,0.05619747899159664,0.02338324782245555,0.04913934950437571,0.09891421071471185,0.28376353039134017,0.5314799858945021
INV3GFD7GXB,NDAR_INV3GFD7GXB_baseline_year_1_arm_1_sst.csv.zip,0.019824415180307864,0.010657887425682064,0.00916652775462577,0.01873438800999172,0.013411634200916834,0.0444661892071952,0.023468858131487903,0.042784089037329553,0.16124567474048446,0.1881210102692199,0.5318806739572413
INVB2DX8YD7,NDAR_INVB2DX8YD7_baseline_year_1_arm_1_sst.csv.zip,0.019495471467466774,0.016328832583208313,0.003166638884258488,0.01293366638912019,0.018981143085838086,0.12181861348528018,0.03307911706349208,0.10428519390136937,0.15997023809523803,0.04923674715514892,0.5392956621104205
INVKDBM4JG7,NDAR_INVKDBM4JG7_baseline_year_1_arm_1_sst.csv.zip,0.027993554481302474,0.003327221203533924,0.02466633327776852,0.010435747987787902,0.013256877182986937,0.10321969696969695,0.04456962104213414,0.10266665015234466,0.10739217152829716,0.10791007493755167,0.5454379487634043
INVDW1BKLJN,NDAR_INVDW1BKLJN_baseline_year_1_arm_1_sst.csv.zip,0.026655553703395007,0.010989053731177409,0.01566649997221759,0.005398279211767942,0.01714695310612189,0.12894780401677336,0.055523849573471104,0.07946600233234924,0.1798029556650247,0.04796003330557852,0.5675569846178767
INVEYHJ6V3Z,NDAR_INVEYHJ6V3Z_baseline_year_1_arm_1_sst.csv.zip,0.008499194310162772,0.008499194310162807,0.0,0.00789619761310012,0.01729002557834216,0.16788793103448277,0.028021015761821366,0.1322830368056499,0.16359683555770277,0.03519289480988075,0.5691663257813054
INVTLR8HXZD,NDAR_INVTLR8HXZD_baseline_year_1_arm_1_sst.csv.zip,0.019492137578485336,0.018159137634050124,0.0013329999444351838,0.006272550652234199,0.01867752174347697,0.1459603806564381,0.022755281690140843,0.06619514145756275,0.12877263581488935,0.14543436025534184,0.5730521474270547
INV3H81JJ1U,NDAR_INV3H81JJ1U_baseline_year_1_arm_1_sst.csv.zip,0.018330832916597206,0.014997499583263876,0.0033333333333333335,0.017929503191784657,0.013011799651029114,0.13083333333333333,0.0294336033382425,0.0621646699073885,0.165807560137457,0.12001110185956154,0.5758532372519911
INVG8NL3R9N,NDAR_INVG8NL3R9N_baseline_year_1_arm_1_sst.csv.zip,0.02532422070345053,0.009157637384008453,0.01616658331944213,0.0045656397446571795,0.017851614110948398,0.0961902834008097,0.04592803598200899,0.11989999974444093,0.17451274362818592,0.0693311129614207,0.5789278709793729
INVFNERG0W1,NDAR_INVFNERG0W1_baseline_year_1_arm_1_sst.csv.zip,0.021656387175640446,0.005989887203422792,0.01566649997221759,0.005398279211767942,0.005869942990035368,0.08225274725274725,0.04677850534662982,0.030552819005474907,0.13474708638712002,0.2344157646405769,0.5833279191856331
